                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.33851,                0.33608,                0.91459,                0.34983,                   0.32,                0.23227,                0.07644,                 2.9975,                 2.9456,                  3.978,              0.0016891,              0.0016891,              0.0016891
                    160,                0.34503,                0.35777,                 0.9031,                0.66534,                0.57333,                0.63097,                0.33015,                 1.5905,                 1.8571,                 1.9707,              0.0016872,              0.0016872,              0.0016872
                    161,                0.34966,                0.33196,                0.90145,                0.94408,                0.94667,                0.97335,                0.92535,                 0.3182,                0.36162,                0.83602,              0.0016852,              0.0016852,              0.0016852
                    162,                0.33719,                0.32716,                0.90036,                0.92489,                0.98514,                0.97988,                0.94545,                0.35136,                0.31657,                0.90088,              0.0016832,              0.0016832,              0.0016832
                    163,                0.35273,                0.36027,                0.90426,                0.97169,                0.91517,                0.96265,                0.90255,                0.38824,                0.39126,                0.91604,              0.0016812,              0.0016812,              0.0016812
                    164,                0.32717,                0.33354,                0.89369,                0.94246,                   0.96,                0.97704,                0.91681,                0.40125,                0.37887,                0.94549,              0.0016792,              0.0016792,              0.0016792
                    165,                0.33899,                0.33398,                0.89288,                0.92999,                0.94667,                0.97681,                0.93807,                 0.3484,                0.37466,                0.92891,              0.0016773,              0.0016773,              0.0016773
                    166,                0.31919,                0.31681,                0.89681,                0.94438,                   0.92,                0.97375,                0.92792,                0.37267,                0.37165,                0.94065,              0.0016753,              0.0016753,              0.0016753
                    167,                0.32776,                0.32306,                0.89311,                0.85713,                0.95988,                0.96845,                0.93286,                0.33263,                0.39537,                0.89535,              0.0016733,              0.0016733,              0.0016733
                    168,                0.34482,                0.33136,                0.89873,                0.86862,                0.96972,                0.96152,                0.91182,                0.32221,                0.42884,                0.87919,              0.0016713,              0.0016713,              0.0016713
                    169,                0.33152,                0.36416,                0.91281,                0.91785,                0.98667,                0.97189,                0.93161,                0.36488,                0.34875,                0.90114,              0.0016693,              0.0016693,              0.0016693
                    170,                0.33769,                0.34281,                0.91276,                0.88222,                0.99874,                0.96723,                 0.9161,                0.38937,                0.40624,                0.98605,              0.0016674,              0.0016674,              0.0016674
                    171,                0.33337,                  0.341,                0.91014,                 0.8711,                      1,                0.96468,                0.89011,                 0.3972,                0.43432,                 1.0088,              0.0016654,              0.0016654,              0.0016654
                    172,                0.33598,                0.32632,                0.91358,                0.92262,                0.95385,                0.98093,                0.93144,                0.34955,                0.47579,                 0.9117,              0.0016634,              0.0016634,              0.0016634
                    173,                0.36519,                0.37402,                0.90786,                0.89325,                0.97333,                0.98202,                0.95429,                0.32496,                0.44605,                0.88576,              0.0016614,              0.0016614,              0.0016614
                    174,                0.35359,                0.33861,                0.90894,                0.92169,                      1,                0.98635,                0.94925,                0.31254,                0.37851,                0.87484,              0.0016594,              0.0016594,              0.0016594
                    175,                0.33148,                0.30888,                0.90998,                0.92248,                0.98667,                0.98978,                0.92734,                0.35538,                0.38229,                0.89145,              0.0016575,              0.0016575,              0.0016575
                    176,                0.33854,                0.36257,                0.90743,                0.93573,                0.97067,                 0.9853,                 0.9172,                0.37913,                0.40968,                0.88696,              0.0016555,              0.0016555,              0.0016555
                    177,                0.33079,                0.32746,                0.91305,                0.92918,                0.87478,                0.94128,                0.78266,                0.61275,                0.66784,                  1.029,              0.0016535,              0.0016535,              0.0016535
                    178,                0.31194,                0.32096,                0.89193,                0.83192,                0.72599,                0.84392,                0.61557,                0.73873,                 0.9894,                  1.159,              0.0016515,              0.0016515,              0.0016515
                    179,                0.31465,                0.33643,                0.88581,                0.92263,                    0.8,                0.89943,                0.70862,                0.63678,                0.73576,                  1.112,              0.0016495,              0.0016495,              0.0016495
                    180,                0.31378,                0.33634,                0.90023,                0.88931,                0.89333,                0.93689,                0.81418,                  0.504,                0.68643,                 1.0159,              0.0016476,              0.0016476,              0.0016476
                    181,                0.30261,                0.33476,                0.88797,                 0.9486,                0.98427,                0.96588,                 0.9125,                0.36807,                0.35116,                0.93109,              0.0016456,              0.0016456,              0.0016456
                    182,                  0.313,                 0.3341,                0.90078,                 0.9445,                0.94667,                0.96408,                0.89866,                0.38172,                0.40792,                0.94672,              0.0016436,              0.0016436,              0.0016436
                    183,                0.33813,                0.35021,                0.90079,                0.92188,                0.97333,                0.95347,                0.89298,                0.40002,                0.49682,                0.94048,              0.0016416,              0.0016416,              0.0016416
                    184,                0.32098,                0.35237,                0.89116,                0.89639,                0.86667,                0.91464,                0.79851,                0.52605,                0.59472,                 1.0548,              0.0016396,              0.0016396,              0.0016396
                    185,                0.34249,                0.36109,                0.92941,                0.79092,                0.90791,                0.91122,                0.78684,                0.49593,                0.63637,                 1.0057,              0.0016377,              0.0016377,              0.0016377
                    186,                0.32258,                0.32896,                0.89742,                0.83025,                0.90667,                0.93211,                 0.7644,                0.64158,                0.73356,                 1.0951,              0.0016357,              0.0016357,              0.0016357
                    187,                0.34503,                0.33846,                 0.9057,                0.91576,                0.86968,                 0.9338,                0.79604,                0.64626,                0.66455,                 1.1059,              0.0016337,              0.0016337,              0.0016337
                    188,                0.32967,                0.32696,                0.89681,                 0.9201,                0.97333,                0.95728,                0.87533,                0.40769,                0.46208,                0.97511,              0.0016317,              0.0016317,              0.0016317
                    189,                0.34824,                0.33994,                 0.9099,                 0.9079,                0.97333,                0.95086,                0.88373,                0.37905,                0.46261,                0.97447,              0.0016297,              0.0016297,              0.0016297
                    190,                0.33542,                0.35614,                0.92317,                0.92052,                0.97333,                0.97095,                0.91208,                0.37248,                0.41198,                  0.952,              0.0016278,              0.0016278,              0.0016278
                    191,                 0.3179,                0.34052,                0.88893,                0.95487,                   0.96,                0.97374,                 0.9141,                 0.3555,                0.38587,                0.89011,              0.0016258,              0.0016258,              0.0016258
                    192,                0.32144,                0.34517,                0.87655,                0.89987,                0.95862,                0.97074,                0.90907,                0.33055,                 0.4185,                0.87655,              0.0016238,              0.0016238,              0.0016238
                    193,                0.29217,                 0.3193,                0.89629,                0.86743,                0.95964,                0.94915,                0.88524,                0.37841,                 0.4523,                0.96762,              0.0016218,              0.0016218,              0.0016218
                    194,                0.30492,                0.33181,                0.87441,                0.86526,                 0.9419,                0.95219,                0.89235,                0.35623,                0.45194,                0.94147,              0.0016198,              0.0016198,              0.0016198
                    195,                0.32305,                0.34873,                0.90358,                0.91969,                0.93333,                0.96774,                0.93588,                0.28677,                 0.3849,                0.84376,              0.0016179,              0.0016179,              0.0016179
                    196,                0.33769,                0.34725,                0.90648,                 0.9173,                   0.92,                0.97037,                0.92635,                0.28471,                0.36751,                0.86695,              0.0016159,              0.0016159,              0.0016159
                    197,                0.33191,                0.35666,                0.90676,                0.88841,                 0.9554,                0.97277,                0.93885,                0.28341,                0.34444,                0.86554,              0.0016139,              0.0016139,              0.0016139
                    198,                0.30807,                0.32648,                0.90181,                0.89911,                0.97333,                0.97453,                0.93935,                0.31839,                 0.3422,                0.90365,              0.0016119,              0.0016119,              0.0016119
                    199,                0.30486,                0.32738,                0.90159,                0.88953,                0.98667,                0.97866,                0.93599,                0.35489,                0.33621,                0.95825,              0.0016099,              0.0016099,              0.0016099
                    200,                0.30825,                0.31105,                 0.8905,                0.92071,                   0.96,                0.97726,                0.91461,                0.40091,                 0.3723,                0.98511,               0.001608,               0.001608,               0.001608
                    201,                0.30686,                0.31147,                0.89539,                0.92357,                0.97333,                0.97522,                0.91409,                0.40347,                0.37376,                0.98261,               0.001606,               0.001606,               0.001606
                    202,                0.31147,                0.34771,                0.90788,                0.91181,                0.97333,                0.97618,                0.92739,                0.37561,                 0.3783,                0.94945,               0.001604,               0.001604,               0.001604
                    203,                0.31235,                0.31789,                0.89634,                0.92063,                0.94667,                0.97881,                0.92817,                0.41006,                0.38266,                0.98587,               0.001602,               0.001602,               0.001602
                    204,                0.31202,                0.35937,                0.90856,                0.86713,                0.87018,                0.94273,                0.82668,                0.54143,                0.73686,                  1.082,                 0.0016,                 0.0016,                 0.0016
                    205,                0.31111,                0.34398,                0.90003,                0.92278,                0.77333,                0.90173,                  0.782,                0.59575,                0.93198,                 1.0846,              0.0015981,              0.0015981,              0.0015981
                    206,                0.32536,                0.31979,                0.88832,                0.90405,                0.87936,                0.93822,                0.87352,                 0.4272,                0.69212,                0.95786,              0.0015961,              0.0015961,              0.0015961
                    207,                 0.3272,                0.31753,                0.90041,                0.93013,                0.94667,                0.97072,                0.93737,                0.34978,                0.43989,                0.90836,              0.0015941,              0.0015941,              0.0015941
                    208,                0.32846,                0.32841,                0.87654,                0.91053,                0.98667,                0.96202,                0.92783,                0.33221,                0.40153,                0.89601,              0.0015921,              0.0015921,              0.0015921
                    209,                0.33685,                 0.3221,                0.90496,                 0.9032,                0.97333,                0.96707,                0.91578,                 0.3307,                0.40502,                 0.8986,              0.0015901,              0.0015901,              0.0015901
                    210,                0.33483,                0.32003,                0.90418,                0.87602,                0.98667,                0.97393,                0.92243,                 0.3315,                0.39231,                0.89931,              0.0015882,              0.0015882,              0.0015882
                    211,                0.32194,                0.34574,                0.91434,                0.95105,                0.90667,                0.96808,                0.93683,                0.32619,                 0.3537,                0.89014,              0.0015862,              0.0015862,              0.0015862
                    212,                0.30761,                0.34332,                 0.9092,                0.93417,                0.94598,                0.96116,                 0.9185,                0.31332,                0.32229,                0.87085,              0.0015842,              0.0015842,              0.0015842
                    213,                 0.3102,                0.32569,                0.88589,                0.91874,                0.94667,                0.96135,                0.91974,                0.31132,                0.33396,                0.87732,              0.0015822,              0.0015822,              0.0015822
                    214,                0.31741,                 0.3283,                0.89513,                 0.8915,                0.97333,                 0.9716,                0.92372,                0.34319,                 0.3836,                0.89722,              0.0015802,              0.0015802,              0.0015802
                    215,                0.32957,                0.32542,                0.90162,                0.81897,                0.90484,                0.91469,                0.83544,                0.47741,                0.59489,                 1.0018,              0.0015783,              0.0015783,              0.0015783
                    216,                0.34636,                0.37319,                0.92485,                0.89641,                0.92308,                0.94129,                0.87016,                0.38672,                0.51851,                 0.9247,              0.0015763,              0.0015763,              0.0015763
                    217,                0.29564,                0.31254,                0.88409,                0.91747,                   0.92,                0.95582,                0.90265,                0.37732,                0.45977,                0.93401,              0.0015743,              0.0015743,              0.0015743
                    218,                0.31288,                0.29666,                 0.9012,                0.88707,                0.97333,                0.97123,                0.92068,                0.38473,                0.39871,                0.92295,              0.0015723,              0.0015723,              0.0015723
                    219,                0.31396,                0.29761,                0.90015,                0.91185,                0.96553,                 0.9742,                0.92309,                0.29798,                0.34422,                0.82703,              0.0015703,              0.0015703,              0.0015703
                    220,                0.29105,                0.30397,                0.89746,                0.84861,                0.82667,                0.88477,                0.75054,                0.45505,                0.67093,                0.92375,              0.0015684,              0.0015684,              0.0015684
                    221,                0.31192,                0.29572,                0.89112,                0.86252,                0.83654,                0.89388,                0.78448,                0.43327,                0.68625,                0.92089,              0.0015664,              0.0015664,              0.0015664
                    222,                0.30572,                0.31431,                0.90913,                0.80958,                0.85033,                0.89476,                 0.7452,                0.50505,                0.72249,                 0.9971,              0.0015644,              0.0015644,              0.0015644
                    223,                0.31299,                0.31441,                0.89014,                 0.8232,                   0.84,                0.88998,                0.72573,                0.52891,                0.73626,                 1.0222,              0.0015624,              0.0015624,              0.0015624
